Fecha;Usuario;ID;Acceso;Descripción;IP
2025/04/01 18:25:02;#17338 - EL CORTE INGLES;4771214;OK;Creado el diseño con id: 95124;193.42.19.8
2025/04/01 18:24:50;#0 - null;4771213;CONN;(Sesiones activas 67) Sesión conectada ;-1
2025/04/01 18:24:48;#2590 - VICMAY Víctor;4771212;OK;Añadida la pieza SIN-021 con id 2068 del catálogo Estandar en el diseño con id: 94657;80.103.104.149
2025/04/01 18:24:43;#2590 - VICMAY Víctor;4771211;OK;Añadida la pieza SOF-022 con id 4684 del catálogo Estandar en el diseño con id: 94657;80.103.104.149
2025/04/01 18:24:42;#2345 - ATICO MOBILIARIO ;4771210;OK;Añadida la pieza BA521A con id 319127 del catálogo GRUPO EXOJO - Creta Basic V.6 en el diseño con id: -1;83.58.69.5
2025/04/01 18:24:30;#2590 - VICMAY Víctor;4771209;OK;Cargado el diseño con id: 94657;80.103.104.149
2025/04/01 18:24:29;#3883 - MONTSE MUBAK;4771208;OK;Añadida la pieza 1252 con id 81570 del catálogo LANMOBEL - One en el diseño con id: 95119;185.41.99.157
2025/04/01 18:24:28;#14390 - LUIS ANTONIO CABRERA LARRAÃ‘AGA;4771207;OK;Añadida la pieza CNI406T con id 359241 del catálogo AZOR - Ghio en el diseño con id: 95120;88.11.153.7
2025/04/01 18:24:26;#20021 - MARIA CAMARA;4771206;OK;Login userID: 20021;79.147.253.35
2025/04/01 18:24:24;#14390 - LUIS ANTONIO CABRERA LARRAÃ‘AGA;4771205;OK;Añadida la pieza BA178 con id 318748 del catálogo GRUPO EXOJO - Creta Basic V.6 en el diseño con id: 95120;88.11.153.7
2025/04/01 18:24:22;#14390 - LUIS ANTONIO CABRERA LARRAÃ‘AGA;4771204;OK;Añadida la pieza BA510A con id 319121 del catálogo GRUPO EXOJO - Creta Basic V.6 en el diseño con id: 95120;88.11.153.7
2025/04/01 18:24:20;#0 - null;4771203;CONN;(Sesiones activas 66) Sesión conectada ;-1
2025/04/01 18:24:15;#3895 - IZARI BI;4771202;OK;Añadida la pieza ED-LIB-12 con id 20055 del catálogo Estandar en el diseño con id: 93711;81.9.238.201
2025/04/01 18:24:14;#14390 - LUIS ANTONIO CABRERA LARRAÃ‘AGA;4771201;OK;Cargado el diseño con id: 95120;88.11.153.7
2025/04/01 18:24:12;#20000 - MOLLET DEL VALLÉS;4771200;CONN;(Sesiones activas 65) Sesión desconectada ;181.41.129.240
2025/04/01 18:24:12;#20000 - MOLLET DEL VALLÉS;4771199;OK;Duración de la sesión:  71.98815 minutos;181.41.129.240
2025/04/01 18:24:11;#20000 - MOLLET DEL VALLÉS;4771198;OK;Logout userID: 20000;181.41.129.240
2025/04/01 18:24:09;#2590 - VICMAY Víctor;4771197;OK;Login userID: 2590;80.103.104.149
2025/04/01 18:23:46;#15085 - EL CORTE INGLES VALLADOLID;4771196;OK;Cargado el diseño con id: 95114;193.42.19.3
2025/04/01 18:23:36;#15085 - EL CORTE INGLES VALLADOLID;4771195;OK;Login userID: 15085;193.42.19.3
2025/04/01 18:23:17;#17338 - EL CORTE INGLES;4771194;OK;Añadida la pieza 5700 con id 310452 del catálogo LANMOBEL - i sense en el diseño con id: -1;193.42.19.8
2025/04/01 18:23:12;#14390 - LUIS ANTONIO CABRERA LARRAÃ‘AGA;4771193;OK;Cargado el diseño con id: 95118;88.11.153.7
2025/04/01 18:23:10;#20572 - THEATRIUM FURNITURE SALES;4771192;CONN;(Sesiones activas 66) Sesión desconectada ;195.158.102.73
2025/04/01 18:23:10;#20572 - THEATRIUM FURNITURE SALES;4771191;OK;Duración de la sesión:  131.15018 minutos;195.158.102.73
2025/04/01 18:23:10;#20572 - THEATRIUM FURNITURE SALES;4771190;OK;Logout userID: 20572;195.158.102.73
