Fecha;Usuario;ID;Acceso;Descripción;IP
2024/08/11 13:59:02;#0 - null;3824488;CONN;(Sesiones activas 1) Sesión conectada ;-1
2024/08/11 13:30:05;#0 - null;3824487;CONN;(Sesiones activas 0) Sesión conectada ;-1
2024/08/11 13:29:41;#0 - null;3824486;CONN;(Sesiones activas -1) Sesión desconectada ;-1
2024/08/11 13:24:37;#0 - null;3824485;CONN;(Sesiones activas 0) Sesión desconectada ;-1
2024/08/11 13:17:30;#20599 - MUEBLES OLIMPO;3824484;CONN;(Sesiones activas 1) Sesión desconectada ;85.51.173.4
2024/08/11 13:17:30;#20599 - MUEBLES OLIMPO;3824483;OK;Duración de la sesión:  68.99285 minutos;85.51.173.4
2024/08/11 13:17:30;#20599 - MUEBLES OLIMPO;3824482;OK;Logout userID: 20599;85.51.173.4
2024/08/11 13:14:06;#0 - null;3824481;CONN;(Sesiones activas 2) Sesión conectada ;-1
2024/08/11 13:04:10;#0 - null;3824480;CONN;(Sesiones activas 1) Sesión conectada ;-1
2024/08/11 13:02:16;#0 - null;3824479;CONN;(Sesiones activas 0) Sesión desconectada ;-1
2024/08/11 12:38:55;#0 - null;3824478;CONN;(Sesiones activas 1) Sesión desconectada ;-1
2024/08/11 12:28:43;#0 - null;3824477;CONN;(Sesiones activas 2) Sesión conectada ;-1
2024/08/11 12:23:39;#0 - null;3824476;CONN;(Sesiones activas 1) Sesión conectada ;-1
2024/08/11 12:17:35;#0 - null;3824475;CONN;(Sesiones activas 0) Sesión desconectada ;-1
2024/08/11 12:17:09;#20599 - MUEBLES OLIMPO;3824474;OK;Cargado el diseño con id: 75090;85.51.173.4
2024/08/11 12:13:33;#20599 - MUEBLES OLIMPO;3824473;OK;Cargado el diseño con id: 75087;85.51.173.4
2024/08/11 12:08:57;#20599 - MUEBLES OLIMPO;3824472;OK;Añadida la pieza 501 con id 311118 del catálogo CASADO - K2 en el diseño con id: 75061;85.51.173.4
2024/08/11 12:08:49;#20599 - MUEBLES OLIMPO;3824471;OK;Cargado el diseño con id: 75061;85.51.173.4
2024/08/11 12:08:33;#20599 - MUEBLES OLIMPO;3824470;OK;Login userID: 20599;85.51.173.4
2024/08/11 12:08:28;#0 - null;3824469;CONN;(Sesiones activas 1) Sesión conectada ;-1
2024/08/11 12:04:23;#0 - null;3824468;CONN;(Sesiones activas 0) Sesión desconectada ;-1
2024/08/11 12:04:23;#0 - null;3824467;CONN;(Sesiones activas 1) Sesión desconectada ;-1
2024/08/11 12:04:23;#0 - null;3824466;CONN;(Sesiones activas 2) Sesión desconectada ;-1
2024/08/11 12:04:23;#0 - null;3824465;CONN;(Sesiones activas 3) Sesión desconectada ;-1
2024/08/11 12:04:23;#0 - null;3824464;CONN;(Sesiones activas 4) Sesión desconectada ;-1
2024/08/11 12:04:23;#0 - null;3824463;CONN;(Sesiones activas 5) Sesión desconectada ;-1
2024/08/11 12:04:23;#0 - null;3824462;CONN;(Sesiones activas 6) Sesión desconectada ;-1
2024/08/11 12:04:23;#0 - null;3824461;CONN;(Sesiones activas 7) Sesión desconectada ;-1
2024/08/11 12:01:40;#0 - null;3824460;CONN;(Sesiones activas 8) Sesión conectada ;-1
2024/08/11 11:38:09;#0 - null;3824459;CONN;(Sesiones activas 7) Sesión conectada ;-1
2024/08/11 11:27:50;#0 - null;3824458;CONN;(Sesiones activas 6) Sesión desconectada ;-1
2024/08/11 11:17:25;#0 - null;3824457;CONN;(Sesiones activas 7) Sesión conectada ;-1
2024/08/11 11:03:58;#0 - null;3824456;CONN;(Sesiones activas 6) Sesión conectada ;-1
2024/08/11 11:03:58;#0 - null;3824455;CONN;(Sesiones activas 5) Sesión conectada ;-1
2024/08/11 11:03:58;#0 - null;3824454;CONN;(Sesiones activas 4) Sesión conectada ;-1
2024/08/11 11:03:58;#0 - null;3824453;CONN;(Sesiones activas 3) Sesión conectada ;-1
2024/08/11 11:03:58;#0 - null;3824452;CONN;(Sesiones activas 2) Sesión conectada ;-1
2024/08/11 11:03:57;#0 - null;3824451;CONN;(Sesiones activas 1) Sesión conectada ;-1
2024/08/11 11:03:57;#0 - null;3824450;CONN;(Sesiones activas 0) Sesión conectada ;-1
2024/08/11 11:03:57;#0 - null;3824449;CONN;(Sesiones activas -1) Sesión conectada ;-1
2024/08/11 11:01:26;#0 - null;3824448;CONN;(Sesiones activas -2) Sesión desconectada ;-1
2024/08/11 10:57:22;#0 - null;3824447;CONN;(Sesiones activas -1) Sesión desconectada ;-1
2024/08/11 10:26:59;#0 - null;3824446;CONN;(Sesiones activas 0) Sesión conectada ;-1
