Fecha;Usuario;ID;Acceso;Descripción;IP
2024/05/02 11:21:07;#0 - null;3457446;CONN;(Sesiones activas 49) Sesión desconectada ;-1
2024/05/02 11:21:05;#3895 - IZARI BI;3457445;OK;Creado el diseño con id: 67843;85.84.155.25
2024/05/02 11:21:00;#0 - null;3457444;CONN;(Sesiones activas 50) Sesión conectada ;-1
2024/05/02 11:21:00;#2 - Rafael;3457443;CONN;(Sesiones activas 49) Sesión desconectada ;213.194.152.85
2024/05/02 11:21:00;#2 - Rafael;3457442;OK;Duración de la sesión:  0.1129 minutos;213.194.152.85
2024/05/02 11:21:00;#2 - Rafael;3457441;OK;Logout userID: 2;213.194.152.85
2024/05/02 11:20:57;#2 - Rafael;3457440;OK;Login userID: 2;213.194.152.85
2024/05/02 11:20:50;#0 - null;3457439;CONN;(Sesiones activas 50) Sesión conectada ;-1
2024/05/02 11:20:34;#1091 - CARLOS GALAN BERMUDEZ;3457438;OK;Visualizar presupuesto para el diseño con id: 67042;83.33.191.53
2024/05/02 11:20:28;#3365 - MUNDI MUEBLE;3457437;OK;Añadida la pieza E37 con id 378385 del catálogo GUZMÁN - The new Sonno en el diseño con id: 67645;185.218.237.51
2024/05/02 11:20:24;#3464 - MEUBLES ET CUISINES MOUTARDE;3457436;OK;Añadida la pieza MJ2505 con id 166544 del catálogo GLICERIO CHAVES - Eos Cosmo FR en el diseño con id: 67838;85.69.227.102
2024/05/02 11:20:21;#3365 - MUNDI MUEBLE;3457435;OK;Añadida la pieza EC14I con id 378420 del catálogo GUZMÁN - The new Sonno en el diseño con id: 67645;185.218.237.51
2024/05/02 11:20:21;#1091 - CARLOS GALAN BERMUDEZ;3457434;OK;Cargado el diseño con id: 67042;83.33.191.53
2024/05/02 11:20:16;#3365 - MUNDI MUEBLE;3457433;OK;Cargado el diseño con id: 67645;185.218.237.51
2024/05/02 11:20:05;#19911 - MEETNEEDSSL;3457432;CONN;(Sesiones activas 49) Sesión desconectada ;149.74.195.32
2024/05/02 11:20:05;#19911 - MEETNEEDSSL;3457431;OK;Duración de la sesión:  63.116833 minutos;149.74.195.32
2024/05/02 11:20:05;#19911 - MEETNEEDSSL;3457430;OK;Logout userID: 19911;149.74.195.32
2024/05/02 11:19:47;#8413 - RODMAT DECORACION S.L.;3457429;OK;Añadida la pieza M4CAJ con id 466366 del catálogo MONTES - Social Style en el diseño con id: 67168;78.30.62.16
2024/05/02 11:19:46;#1091 - CARLOS GALAN BERMUDEZ;3457428;OK;Login userID: 1091;83.33.191.53
2024/05/02 11:19:42;#3895 - IZARI BI;3457427;OK;Login userID: 3895;85.84.155.25
2024/05/02 11:19:41;#0 - null;3457426;CONN;(Sesiones activas 50) Sesión conectada ;-1
2024/05/02 11:19:41;#8413 - RODMAT DECORACION S.L.;3457425;OK;Cargado el diseño con id: 67168;78.30.62.16
2024/05/02 11:19:37;#0 - null;3457424;CONN;(Sesiones activas 49) Sesión conectada ;-1
2024/05/02 11:19:30;#8413 - RODMAT DECORACION S.L.;3457423;OK;Login userID: 8413;78.30.62.16
2024/05/02 11:19:20;#0 - null;3457422;CONN;(Sesiones activas 48) Sesión conectada ;-1
2024/05/02 11:19:17;#13450 - MEUBLES VETU;3457421;OK;Añadida la pieza C487 con id 28537 del catálogo SALCEDO MUEBLE - Class FR en el diseño con id: -1;90.63.229.17
2024/05/02 11:19:11;#3464 - MEUBLES ET CUISINES MOUTARDE;3457420;OK;Añadida la pieza MJ2506 con id 166545 del catálogo GLICERIO CHAVES - Eos Cosmo FR en el diseño con id: 67838;85.69.227.102
2024/05/02 11:19:04;#14652 - GRUPO EXOJO ELENA NIETO;3457419;CONN;(Sesiones activas 47) Sesión desconectada ;46.25.72.104
2024/05/02 11:19:04;#14652 - GRUPO EXOJO ELENA NIETO;3457418;OK;Duración de la sesión:  62.18195 minutos;46.25.72.104
2024/05/02 11:19:04;#14652 - GRUPO EXOJO ELENA NIETO;3457417;OK;Logout userID: 14652;46.25.72.104
2024/05/02 11:18:54;#0 - null;3457416;CONN;(Sesiones activas 48) Sesión conectada ;-1
2024/05/02 11:18:47;#2320 - AMUEBLAM.CERRO DEL AGUILA.S.L(M.PERERA);3457415;OK;Añadida la pieza EE-AAC-01 con id 19985 del catálogo Estandar en el diseño con id: 67746;78.30.11.105
2024/05/02 11:18:47;#17077 - MUEBLES AGUAS VIVAS;3457414;OK;Login userID: 17077;80.39.229.95
