Fecha;Usuario;ID;Acceso;Descripción;IP
2024/10/01 22:28:43;#0 - null;3994835;CONN;(Sesiones activas -15) Sesión conectada ;-1
2024/10/01 22:22:18;#0 - null;3994834;CONN;(Sesiones activas -16) Sesión conectada ;-1
2024/10/01 22:20:51;#2823 - GIMENEZ BOLSA MIGUEL ANGEL;3994833;CONN;(Sesiones activas -17) Sesión desconectada ;85.55.182.162
2024/10/01 22:20:51;#2823 - GIMENEZ BOLSA MIGUEL ANGEL;3994832;OK;Duración de la sesión:  110.1016 minutos;85.55.182.162
2024/10/01 22:20:51;#2823 - GIMENEZ BOLSA MIGUEL ANGEL;3994831;OK;Logout userID: 2823;85.55.182.162
2024/10/01 22:19:50;#7 - MUEBLES MARQUEZ BAENA S.C;3994830;CONN;(Sesiones activas -16) Sesión desconectada ;62.37.68.102
2024/10/01 22:19:50;#7 - MUEBLES MARQUEZ BAENA S.C;3994829;OK;Duración de la sesión:  215.65178 minutos;62.37.68.102
2024/10/01 22:19:50;#7 - MUEBLES MARQUEZ BAENA S.C;3994828;OK;Logout userID: 7;62.37.68.102
2024/10/01 22:19:25;#16410 - MUEBLES JORMA;3994827;OK;Login userID: 16410;77.228.88.98
2024/10/01 22:19:18;#0 - null;3994826;CONN;(Sesiones activas -15) Sesión conectada ;-1
2024/10/01 22:16:47;#0 - null;3994825;CONN;(Sesiones activas -16) Sesión desconectada ;-1
2024/10/01 22:12:43;#16528 - THOINET3GT;3994824;CONN;(Sesiones activas -15) Sesión desconectada ;92.184.112.162
2024/10/01 22:12:43;#16528 - THOINET3GT;3994823;OK;Duración de la sesión:  62.546234 minutos;92.184.112.162
2024/10/01 22:12:43;#16528 - THOINET3GT;3994822;OK;Logout userID: 16528;92.184.112.162
2024/10/01 22:08:39;#19940 - MASMUEBLE;3994821;CONN;(Sesiones activas -14) Sesión desconectada ;77.26.214.70
2024/10/01 22:08:39;#19940 - MASMUEBLE;3994820;OK;Duración de la sesión:  272.5463 minutos;77.26.214.70
2024/10/01 22:08:39;#19940 - MASMUEBLE;3994819;OK;Logout userID: 19940;77.26.214.70
2024/10/01 22:05:36;#1985 - PECHARROMAN MADRIGAL JORGE;3994818;CONN;(Sesiones activas -13) Sesión desconectada ;188.26.197.73
2024/10/01 22:05:36;#1985 - PECHARROMAN MADRIGAL JORGE;3994817;OK;Duración de la sesión:  87.53815 minutos;188.26.197.73
2024/10/01 22:05:36;#1985 - PECHARROMAN MADRIGAL JORGE;3994816;OK;Logout userID: 1985;188.26.197.73
2024/10/01 21:55:25;#20496 - Intérieur Maison Béziers;3994815;CONN;(Sesiones activas -12) Sesión desconectada ;86.227.253.127
2024/10/01 21:55:25;#20496 - Intérieur Maison Béziers;3994814;OK;Duración de la sesión:  91.796684 minutos;86.227.253.127
2024/10/01 21:55:25;#20496 - Intérieur Maison Béziers;3994813;OK;Logout userID: 20496;86.227.253.127
2024/10/01 21:55:25;#843 - MOBILIARIO COSTA CALIDA;3994812;CONN;(Sesiones activas -11) Sesión desconectada ;185.113.185.127
2024/10/01 21:55:25;#843 - MOBILIARIO COSTA CALIDA;3994811;OK;Duración de la sesión:  234.13605 minutos;185.113.185.127
2024/10/01 21:55:25;#843 - MOBILIARIO COSTA CALIDA;3994810;OK;Logout userID: 843;185.113.185.127
2024/10/01 21:50:20;#0 - null;3994809;CONN;(Sesiones activas -10) Sesión desconectada ;-1
2024/10/01 21:48:18;#16113 - DECOR ARTE TEXTIL INTERIORISMO S.L;3994808;CONN;(Sesiones activas -9) Sesión desconectada ;93.156.217.53
2024/10/01 21:48:18;#16113 - DECOR ARTE TEXTIL INTERIORISMO S.L;3994807;OK;Duración de la sesión:  178.61104 minutos;93.156.217.53
2024/10/01 21:48:18;#16113 - DECOR ARTE TEXTIL INTERIORISMO S.L;3994806;OK;Logout userID: 16113;93.156.217.53
2024/10/01 21:40:09;#20000 - MOLLET DEL VALLÉS;3994805;CONN;(Sesiones activas -8) Sesión desconectada ;181.41.129.186
2024/10/01 21:40:09;#20000 - MOLLET DEL VALLÉS;3994804;OK;Duración de la sesión:  77.84573 minutos;181.41.129.186
2024/10/01 21:40:09;#20000 - MOLLET DEL VALLÉS;3994803;OK;Logout userID: 20000;181.41.129.186
2024/10/01 21:39:08;#0 - null;3994802;CONN;(Sesiones activas -7) Sesión desconectada ;-1
2024/10/01 21:38:11;#2784 - MUEBLES BOSQUE;3994801;OK;Añadida la pieza ED-JAR-02 con id 20039 del catálogo Estandar en el diseño con id: 78837;213.177.219.76
2024/10/01 21:38:07;#0 - null;3994800;CONN;(Sesiones activas -6) Sesión desconectada ;-1
2024/10/01 21:37:20;#2784 - MUEBLES BOSQUE;3994799;OK;Añadida la pieza CU_PA_04 con id 4677 del catálogo Estandar en el diseño con id: 78837;213.177.219.76
2024/10/01 21:37:06;#20456 - AMEUBLEMENT VOTRE DAMIEN;3994798;CONN;(Sesiones activas -5) Sesión desconectada ;88.182.204.143
2024/10/01 21:37:06;#20456 - AMEUBLEMENT VOTRE DAMIEN;3994797;OK;Duración de la sesión:  136.4406 minutos;88.182.204.143
2024/10/01 21:37:06;#20456 - AMEUBLEMENT VOTRE DAMIEN;3994796;OK;Logout userID: 20456;88.182.204.143
2024/10/01 21:36:37;#2784 - MUEBLES BOSQUE;3994795;OK;Añadida la pieza 43470 con id 372185 del catálogo SALCEDO MUEBLE - Aire en el diseño con id: 78837;213.177.219.76
2024/10/01 21:35:37;#0 - null;3994794;CONN;(Sesiones activas -4) Sesión conectada ;-1
2024/10/01 21:32:01;#0 - null;3994793;CONN;(Sesiones activas -5) Sesión desconectada ;-1
2024/10/01 21:30:59;#7245 - MUEBLES LOZANO ;3994792;CONN;(Sesiones activas -4) Sesión desconectada ;89.29.219.252
2024/10/01 21:30:59;#7245 - MUEBLES LOZANO ;3994791;OK;Duración de la sesión:  74.83138 minutos;89.29.219.252
2024/10/01 21:30:59;#7245 - MUEBLES LOZANO ;3994790;OK;Logout userID: 7245;89.29.219.252
2024/10/01 21:29:58;#3879 - MUBAK GRANOLLERS;3994789;CONN;(Sesiones activas -3) Sesión desconectada ;185.41.99.157
2024/10/01 21:29:58;#3879 - MUBAK GRANOLLERS;3994788;OK;Duración de la sesión:  60.42108 minutos;185.41.99.157
2024/10/01 21:29:58;#3879 - MUBAK GRANOLLERS;3994787;OK;Logout userID: 3879;185.41.99.157
2024/10/01 21:29:22;#2784 - MUEBLES BOSQUE;3994786;OK;Añadida la pieza Z-059N con id 364416 del catálogo MONTES - Zen en el diseño con id: 78837;213.177.219.76
2024/10/01 21:28:57;#3503 - MUEBLES POLISERVIKIT;3994785;CONN;(Sesiones activas -2) Sesión desconectada ;2.136.72.235
2024/10/01 21:28:57;#3503 - MUEBLES POLISERVIKIT;3994784;OK;Duración de la sesión:  103.17695 minutos;2.136.72.235
2024/10/01 21:28:57;#3503 - MUEBLES POLISERVIKIT;3994783;OK;Logout userID: 3503;2.136.72.235
2024/10/01 21:28:21;#2784 - MUEBLES BOSQUE;3994782;OK;Añadida la pieza Z-259P con id 366640 del catálogo MONTES - Zen en el diseño con id: 78837;213.177.219.76
2024/10/01 21:27:57;#19830 - TUACASA ALBACETE CENTRO;3994781;CONN;(Sesiones activas -1) Sesión desconectada ;84.126.185.178
2024/10/01 21:27:57;#19830 - TUACASA ALBACETE CENTRO;3994780;OK;Duración de la sesión:  105.440186 minutos;84.126.185.178
2024/10/01 21:27:57;#19830 - TUACASA ALBACETE CENTRO;3994779;OK;Logout userID: 19830;84.126.185.178
2024/10/01 21:26:56;#20558 - DEKOSULAR;3994778;CONN;(Sesiones activas 0) Sesión desconectada ;45.13.209.153
2024/10/01 21:26:56;#20558 - DEKOSULAR;3994777;OK;Duración de la sesión:  142.29663 minutos;45.13.209.153
2024/10/01 21:26:56;#20558 - DEKOSULAR;3994776;OK;Logout userID: 20558;45.13.209.153
2024/10/01 21:26:56;#0 - null;3994775;CONN;(Sesiones activas 1) Sesión desconectada ;-1
