Fecha;Usuario;ID;Acceso;Descripción;IP
2025/01/20 11:56:56;#13560 - DISENOYMONTAJE;4391656;OK;Añadida la pieza MJ9030 con id 85012 del catálogo GLICERIO CHAVES - Eos Cosmo en el diseño con id: 86126;79.117.175.119
2025/01/20 11:56:53;#14069 - MUEBLES CONGRESO 2.0;4391655;CONN;(Sesiones activas 72) Sesión desconectada ;212.231.124.96
2025/01/20 11:56:53;#14069 - MUEBLES CONGRESO 2.0;4391654;OK;Duración de la sesión:  87.87856 minutos;212.231.124.96
2025/01/20 11:56:53;#14069 - MUEBLES CONGRESO 2.0;4391653;OK;Logout userID: 14069;212.231.124.96
2025/01/20 11:56:50;#2399 - FLORENCIO OTERO S.L.;4391652;OK;Añadida la pieza 2100 con id 50294 del catálogo LANMOBEL - Individual en el diseño con id: 87163;89.130.47.48
2025/01/20 11:56:48;#0 - null;4391651;CONN;(Sesiones activas 73) Sesión conectada ;-1
2025/01/20 11:56:39;#13560 - DISENOYMONTAJE;4391650;OK;Añadida la pieza EE-VBA-03 con id 19973 del catálogo Estandar en el diseño con id: 86126;79.117.175.119
2025/01/20 11:56:21;#13560 - DISENOYMONTAJE;4391649;OK;Cargado el diseño con id: 86126;79.117.175.119
2025/01/20 11:56:14;#20132 - CARPINTERIA J.A. TORRES;4391648;OK;Añadida la pieza 2323 con id 355510 del catálogo MUEBLES MÁGINA - WhyNot en el diseño con id: -1;92.56.58.3
2025/01/20 11:56:14;#2314 - DECORACION DICAS.S.L.;4391647;OK;Añadida la pieza 616030 con id 181249 del catálogo RODRIGO - Kroma 6 en el diseño con id: -1;176.87.181.88
2025/01/20 11:56:10;#13560 - DISENOYMONTAJE;4391646;OK;Login userID: 13560;79.117.175.119
2025/01/20 11:56:06;#180 - Mavi ;4391645;OK;Añadida la pieza 615041 con id 174773 del catálogo RODRIGO - Kroma 6 en el diseño con id: 87212;92.185.224.42
2025/01/20 11:55:56;#0 - null;4391644;CONN;(Sesiones activas 72) Sesión conectada ;-1
2025/01/20 11:55:52;#0 - null;4391643;CONN;(Sesiones activas 71) Sesión desconectada ;-1
2025/01/20 11:55:43;#0 - null;4391642;CONN;(Sesiones activas 72) Sesión conectada ;-1
2025/01/20 11:55:43;#388 - MUEBLES CARRERAS;4391641;CONN;(Sesiones activas 71) Sesión desconectada ;92.57.251.91
2025/01/20 11:55:43;#388 - MUEBLES CARRERAS;4391640;OK;Duración de la sesión:  12.8044 minutos;92.57.251.91
2025/01/20 11:55:43;#388 - MUEBLES CARRERAS;4391639;OK;Logout userID: 388;92.57.251.91
2025/01/20 11:55:35;#15082 - EL CORTE INGLES POINTOR SOROLLA;4391638;OK;Añadida la pieza SOF-024 con id 4687 del catálogo Estandar en el diseño con id: 84830;193.42.19.8
2025/01/20 11:55:30;#2314 - DECORACION DICAS.S.L.;4391637;OK;Añadida la pieza EE-VCR-01 con id 19965 del catálogo Estandar en el diseño con id: -1;176.87.181.88
2025/01/20 11:55:28;#16577 - MUEBLES MESA;4391636;OK;Añadida la pieza W4722 con id 344755 del catálogo APARICIO DONOSO - Area Joven en el diseño con id: 84040;2.136.219.135
2025/01/20 11:55:16;#14069 - MUEBLES CONGRESO 2.0;4391635;OK;Login userID: 14069;212.231.124.96
2025/01/20 11:55:14;#388 - MUEBLES CARRERAS;4391634;OK;Generar pedido pdf para el diseño con id: 87215 y fabricante Glicerio Chaves;92.57.251.91
2025/01/20 11:55:13;#2399 - FLORENCIO OTERO S.L.;4391633;OK;Añadida la pieza ED-BAN-02 con id 20049 del catálogo Estandar en el diseño con id: 87163;89.130.47.48
2025/01/20 11:55:07;#0 - null;4391632;CONN;(Sesiones activas 72) Sesión conectada ;-1
2025/01/20 11:55:05;#16577 - MUEBLES MESA;4391631;OK;Añadida la pieza W4727 con id 344760 del catálogo APARICIO DONOSO - Area Joven en el diseño con id: 84040;2.136.219.135
2025/01/20 11:54:56;#388 - MUEBLES CARRERAS;4391630;OK;Visualizar pedidos para el diseño con id: 87215;92.57.251.91
2025/01/20 11:54:50;#0 - null;4391629;CONN;(Sesiones activas 71) Sesión desconectada ;-1
2025/01/20 11:54:50;#1967 - LOPEZ CASARRUBIOS NOELIA;4391628;CONN;(Sesiones activas 72) Sesión desconectada ;81.203.98.140
2025/01/20 11:54:50;#1967 - LOPEZ CASARRUBIOS NOELIA;4391627;OK;Duración de la sesión:  61.729317 minutos;81.203.98.140
2025/01/20 11:54:50;#1967 - LOPEZ CASARRUBIOS NOELIA;4391626;OK;Logout userID: 1967;81.203.98.140
2025/01/20 11:54:48;#388 - MUEBLES CARRERAS;4391625;OK;Generar presupuesto pdf para el diseño con id: 87215;92.57.251.91
2025/01/20 11:54:42;#3668 - ITURRIAGA;4391624;OK;Creado el diseño con id: 87216;62.99.107.45
2025/01/20 11:54:37;#2314 - DECORACION DICAS.S.L.;4391623;OK;Añadida la pieza 617005 con id 218973 del catálogo RODRIGO - Kroma 6 en el diseño con id: -1;176.87.181.88
2025/01/20 11:54:26;#13154 - MUEBLES ANEA;4391622;OK;Añadida la pieza MK4962 con id 457016 del catálogo MONTES - Social Style en el diseño con id: 87210;2.155.156.237
2025/01/20 11:54:26;#14069 - MUEBLES CONGRESO 2.0;4391621;OK;Borrado el diseño con id: 87208;212.231.124.96
2025/01/20 11:54:25;#16577 - MUEBLES MESA;4391620;OK;Añadida la pieza W4807 con id 345115 del catálogo APARICIO DONOSO - Area Joven en el diseño con id: 84040;2.136.219.135
2025/01/20 11:54:18;#0 - null;4391619;CONN;(Sesiones activas 73) Sesión conectada ;-1
2025/01/20 11:54:12;#20132 - CARPINTERIA J.A. TORRES;4391618;OK;Añadida la pieza 5182 con id 356278 del catálogo MUEBLES MÁGINA - WhyNot en el diseño con id: -1;92.56.58.3
2025/01/20 11:54:07;#180 - Mavi ;4391617;OK;Añadida la pieza 607212 con id 219139 del catálogo RODRIGO - Kroma 6 en el diseño con id: 87212;92.185.224.42
2025/01/20 11:53:52;#13154 - MUEBLES ANEA;4391616;OK;Añadida la pieza MK4969 con id 457023 del catálogo MONTES - Social Style en el diseño con id: 87210;2.155.156.237
2025/01/20 11:53:37;#15082 - EL CORTE INGLES POINTOR SOROLLA;4391615;OK;Añadida la pieza EE-VIG-01 con id 19885 del catálogo Estandar en el diseño con id: 84830;193.42.19.8
2025/01/20 11:53:00;#388 - MUEBLES CARRERAS;4391614;OK;Visualizar presupuesto para el diseño con id: 87215;92.57.251.91
2025/01/20 11:52:48;#16289 - COLIFAC JEROEN RAEMDONCK;4391613;CONN;(Sesiones activas 72) Sesión desconectada ;84.199.48.170
2025/01/20 11:52:48;#16289 - COLIFAC JEROEN RAEMDONCK;4391612;OK;Duración de la sesión:  62.371468 minutos;84.199.48.170
2025/01/20 11:52:48;#16289 - COLIFAC JEROEN RAEMDONCK;4391611;OK;Logout userID: 16289;84.199.48.170
2025/01/20 11:52:47;#20132 - CARPINTERIA J.A. TORRES;4391610;OK;Añadida la pieza 5277 con id 356387 del catálogo MUEBLES MÁGINA - WhyNot en el diseño con id: -1;92.56.58.3
2025/01/20 11:52:27;#97 - COMODAS Y CAMAS;4391609;OK;Añadida la pieza MM2275 con id 440002 del catálogo MONTES - Social Style en el diseño con id: -1;90.68.58.172
2025/01/20 11:52:18;#388 - MUEBLES CARRERAS;4391608;OK;Creado el diseño con id: 87215;92.57.251.91
2025/01/20 11:52:02;#16248 - MUEBLES SERAFIN DANIEL VENTAS;4391607;OK;Añadida la pieza W4987 con id 351159 del catálogo APARICIO DONOSO - Area Joven en el diseño con id: 87199;195.190.192.182
2025/01/20 11:52:00;#20558 - DEKOSULAR;4391606;OK;Generar presupuesto pdf para el diseño con id: 87085;45.13.209.153
2025/01/20 11:52:00;#15260 - A Coruña;4391605;OK;Añadida la pieza EE-PCI-03 con id 19941 del catálogo Estandar en el diseño con id: 87214;193.42.19.3
2025/01/20 11:51:59;#2399 - FLORENCIO OTERO S.L.;4391604;OK;Añadida la pieza ED-PLA-02 con id 19996 del catálogo Estandar en el diseño con id: 87163;89.130.47.48
2025/01/20 11:51:52;#20132 - CARPINTERIA J.A. TORRES;4391603;OK;Añadida la pieza 6304 con id 356494 del catálogo MUEBLES MÁGINA - WhyNot en el diseño con id: -1;92.56.58.3
2025/01/20 11:51:46;#905 - HEROCA;4391602;OK;Añadida la pieza MX40818 con id 410764 del catálogo FRANCO FURNITURE - Salones en el diseño con id: 87123;185.44.235.89
2025/01/20 11:51:41;#180 - Mavi ;4391601;OK;Añadida la pieza EE-RAD-01 con id 19986 del catálogo Estandar en el diseño con id: 87212;92.185.224.42
2025/01/20 11:51:26;#20558 - DEKOSULAR;4391600;OK;Visualizar presupuesto para el diseño con id: 87085;45.13.209.153
2025/01/20 11:51:18;#2399 - FLORENCIO OTERO S.L.;4391599;OK;Cargado el diseño con id: 87163;89.130.47.48
2025/01/20 11:51:17;#905 - HEROCA;4391598;OK;Añadida la pieza SOF-024 con id 4687 del catálogo Estandar en el diseño con id: 87123;185.44.235.89
2025/01/20 11:51:16;#20558 - DEKOSULAR;4391597;OK;Cargado el diseño con id: 87085;45.13.209.153
2025/01/20 11:51:16;#16248 - MUEBLES SERAFIN DANIEL VENTAS;4391596;OK;Añadida la pieza W4897 con id 351069 del catálogo APARICIO DONOSO - Area Joven en el diseño con id: 87199;195.190.192.182
